year,cpi,flour_index,pork_index,onion_index,minimum_wage,location,special_menu,restaurant_type,delivery_only,coupon_discount,price
1979,15.143424793783877,16.855034768409944,16.450549513950783,15.625151919795586,316,Seoul,Samseon,Normal,0,6.2,3300
1979,15.249253068095546,15.83384867985902,,22.211083333058948,319,Gwangju,Basic,Normal,0,3.9,100
2020,87.32183641345625,76.2381610214845,111.75393778019328,99.10799327776321,8590,Seoul,Basic,Franchise,1,1.3,7550
1990,25.115279053823325,28.011410354059244,,35.73318851859745,690,Gwangju,Basic,Normal,0,8.6,450
2011,60.33362011890155,49.5057066602265,62.99920268734652,42.29977485030675,4320,Seoul,Ganjjajang,Normal,1,2.0,5100
1988,21.010515668682437,20.583918902665353,22.819150592689194,,462,Daegu,Basic,Normal,0,2.6,350
1999,36.56446108634299,41.84026207820962,47.23580957266793,40.971480598745146,1600,Incheon,Samseon,Franchise,1,1.9,4350
1982,17.487790131978286,14.728062325272354,19.13706457322933,20.670953862601994,365,Daegu,Ganjjajang,Normal,0,10.0,1150
1988,21.02257859498075,24.233495324690143,23.791695196630226,19.685419100019168,462,Gyeonggi,Basic,Normal,0,3.6,1050
1978,13.908333697404666,16.329584203431185,14.947985085001443,18.11336093397485,290,Busan,Basic,Premium,0,14.3,3300
1971,10.94059293938284,9.367657203870356,13.430249652266165,8.13578216438716,228,Gyeonggi,Ganjjajang,Franchise,0,6.7,2650
1971,10.630793161501863,10.387345673454554,13.362608055072268,12.290902433672143,222,Busan,Basic,Normal,0,6.4,150
2022,103.1198090743012,87.45337392032489,125.79320345912313,,9160,Seoul,Basic,Normal,1,10.5,7700
1989,22.30401100231014,23.075064401097745,25.193211958349995,27.28150499351409,600,Seoul,Ganjjajang,Normal,0,9.8,2600
1975,12.068666390605099,10.564644645731097,14.619221608010358,10.045023709776618,252,Incheon,Ganjjajang,Normal,0,12.2,1250
1971,10.817810652745564,10.617357199925406,13.18407093201738,10.3263081049835,226,Gyeonggi,Ganjjajang,Normal,0,1.6,1650
2022,99.69288311994734,113.40679317118526,109.88957836157255,134.1899977590421,9160,Daegu,Basic,Franchise,1,14.2,7150
1978,13.772004867529258,13.934753438787714,13.753852784996592,10.828975831980474,288,Incheon,Basic,Franchise,0,2.7,1300
1994,28.262709426755013,24.82613413670105,29.97322351316007,19.948392838165752,1170,Incheon,Ganjjajang,Franchise,0,8.7,2850
1970,10.347019744773505,10.890558004612329,12.99064315946545,9.280914766526108,216,Seoul,Ganjjajang,Normal,0,9.3,2150
2002,40.9487600571506,40.12969702979672,47.14424433343164,31.875785068561562,2275,Gwangju,Basic,Normal,1,2.6,1350
2015,74.0349215335643,86.57687062987458,66.74001944271852,108.90489904896043,5580,Gwangju,Basic,Franchise,0,11.8,4750
1982,17.214184610961254,19.173146516657514,20.47815304205588,24.92831838675723,360,Gyeonggi,Samseon,Normal,0,0.7,2850
1972,10.700033335495826,11.004272738584305,12.883850164674833,10.155345420341515,223,Busan,Basic,Normal,0,1.4,200
1982,16.937868148757065,18.882441898079787,21.116340447539887,12.133863071748106,354,Busan,Ganjjajang,Normal,0,4.0,1350
2015,71.62992992084793,66.16081095662645,68.83297992473872,,5580,Gwangju,Ganjjajang,Franchise,1,6.5,5800
2015,73.12675475822056,78.69773351049233,72.43825987845268,95.6934356820545,5580,Seoul,Ganjjajang,Normal,1,4.2,6050
1982,17.733908455648823,20.45980579416292,17.33078902356961,16.720683970179156,370,Incheon,Basic,Normal,0,2.9,350
1971,10.449057785723058,9.993468738055522,10.5846905674428,12.094022334164768,218,Gyeonggi,Samseon,Normal,1,1.5,2650
1986,21.05536416227711,23.240389705404024,26.823375592984004,26.105000113638166,440,Gyeonggi,Basic,Normal,1,6.8,1000
2003,41.210402264266364,41.960855117345446,42.1183506024931,44.236201407619895,2510,Seoul,Ganjjajang,Franchise,1,6.3,4650
1996,30.000026660869143,35.827459224434975,30.676321454760505,31.758201326460814,1400,Gyeonggi,Basic,Franchise,0,12.5,2450
1983,17.91491475251157,15.300714060280605,17.26723423116401,23.70353389228715,374,Seoul,Basic,Normal,0,8.8,1400
1998,33.01532907403246,30.172947846018968,30.765297656212798,26.460611390336794,1525,Seoul,Ganjjajang,Franchise,0,7.0,4150
2011,58.26684074872862,65.6618848492104,67.73058284200434,67.90056745276651,4320,Gwangju,Basic,Normal,0,3.8,2600
2004,44.81139643582525,52.12528274846854,49.81544829009976,34.97802534114846,2840,Gyeonggi,Ganjjajang,Normal,0,6.8,3250
2002,39.490707032347586,40.66661253804778,38.43277197155129,52.59967360996473,2275,Seoul,Basic,Franchise,0,1.8,3600
2009,56.17401849760314,58.02467581297669,58.687044041141114,54.95206147766256,4000,Gyeonggi,Basic,Normal,1,25.18091588624902,3100
2003,42.6299516945564,48.94340947371958,51.5004788620138,,2510,Busan,Basic,Normal,0,4.3,1650
1970,9.53180534568527,10.647160390431404,10.548305903712945,11.550536358755453,199,Gyeonggi,Basic,Normal,0,5.4,650
1972,11.14122972487275,8.917452185714135,14.310455237106797,,233,Incheon,Ganjjajang,Normal,1,9.7,1200
2020,90.52694603482963,99.10587523594383,105.19824995260488,89.40343706829435,8590,Busan,Basic,Franchise,0,9.1,6600
1985,19.482747334384403,15.92008156171472,18.677832718746902,19.859207615719065,407,Gwangju,Basic,Franchise,0,6.2,1250
2015,73.5328766170343,60.0024750760168,72.06480830614082,69.89952791855508,5580,Daegu,Basic,Premium,1,4.9,6900
2020,94.73268943684656,82.60079999164705,93.02046660234207,95.15738601534109,8590,Busan,Basic,Normal,0,11.2,5600
2021,92.55917146073924,83.04672506580071,85.54327371229418,98.19182062928716,8720,Incheon,Ganjjajang,Franchise,0,13.4,8450
2018,81.79684318840356,90.89683062129683,81.80856511465507,107.27630687639719,7530,Gyeonggi,Basic,Normal,0,10.6,5750
2003,42.086952935084895,37.23573532958547,54.21566621053499,36.87272714272064,2510,Gyeonggi,Basic,Normal,0,12.1,2100
2007,50.382539721707076,50.30772400132385,63.06084878256313,68.29465033560143,3770,Busan,Basic,Franchise,0,4.7,3250
2011,58.67126817720185,47.17048280307708,57.28123000868555,85.68380529720834,4320,Gwangju,Basic,Normal,0,3.9,2850
2005,47.455391021290346,39.92741730942389,53.10403907010452,64.86547329766353,3100,Seoul,Basic,Franchise,1,13.7,4050
1982,17.06525913184696,17.250026210223545,18.676837774355405,15.35559770142198,356,Incheon,Ganjjajang,Normal,0,0.0,1350
1974,11.591081265206011,13.680568286347311,14.389168021469644,16.862180194046083,242,Gyeonggi,Basic,Normal,0,5.0,700
1985,18.66548968180185,19.133033282966633,16.806353332427385,20.338855108387254,390,Incheon,Basic,Franchise,0,6.6,1450
1972,11.202031646859346,9.41237232812381,11.683536825144264,8.02505272428994,234,Seoul,Ganjjajang,Normal,0,5.6,2150
1999,34.5911309465729,34.913184608047885,37.393080229584676,43.49408106248394,1600,Seoul,Basic,Normal,0,11.3,2250
2008,53.56464826176919,63.79035624726128,51.558202421172346,43.66251310830164,4000,Busan,Basic,Franchise,0,2.0,3300
2007,52.18486862117612,44.05215301620246,64.4066267570761,70.64802117401963,3770,Seoul,Basic,Franchise,0,13.6,4300
1998,35.594688549838935,40.61421580475999,,50.646736822832885,1525,Seoul,Ganjjajang,Normal,0,3.8,3250
1978,14.517867331085288,13.07537575131512,18.46443440573681,11.630315720407584,303,Gyeonggi,Basic,Normal,0,2.4,800
1995,29.266231760638476,31.635117039823804,37.13304815629807,,1275,Seoul,Basic,Premium,1,0.3,4950
1993,28.206464721082718,26.77006204125202,31.09900525463785,30.734152500323493,1005,Busan,Basic,Normal,0,6.7,800
2008,53.95051009436957,59.3288592290238,60.16190215060296,77.07109275163762,4000,Seoul,Ganjjajang,Normal,0,8.3,4550
2020,89.00727642294608,97.47893372209673,114.67031427692368,,8590,Seoul,Basic,Normal,0,7.8,6950
1988,21.905973968719568,22.354338755074284,25.34351548011784,24.871241957030282,462,Seoul,Ganjjajang,Franchise,0,0.2,3550
2022,96.86133761100925,105.17582427984183,121.9471379324317,72.58448679275214,9160,Busan,Basic,Franchise,1,5.7,7950
2010,55.398096125565466,64.89277958702988,58.664533445629736,65.64511890919943,4110,Gyeonggi,Ganjjajang,Normal,1,3.4,4400
1985,19.923090187987082,21.673457295297954,21.75269377729468,17.055254989358186,416,Gyeonggi,Basic,Normal,0,25.18091588624902,1000
1992,26.82657974056221,27.57135453310453,26.74599577046336,24.338578323278462,925,Gyeonggi,Basic,Premium,0,13.7,4250
2019,88.76864120176865,90.77873572030131,93.26245372454845,92.28131297391053,8350,Seoul,Ganjjajang,Premium,1,8.0,10650
2006,47.70787594647078,52.01687273846129,51.256025465435364,42.3747524434595,3480,Gyeonggi,Basic,Normal,1,0.7,2700
2019,88.37420202725741,75.33485635095084,80.83886499555042,114.22437275594469,8350,Seoul,Basic,Normal,0,9.3,6050
1979,14.424302996488018,12.83037330852524,13.88190597370543,10.106978857095713,301,Seoul,Basic,Premium,1,12.3,4300
1981,16.497287930515142,18.39073059565758,17.556313250226538,17.499864829073772,345,Busan,Basic,Normal,0,2.6,350
2012,65.65183881509311,60.23193909327898,,87.52984697628824,4580,Seoul,Samseon,Premium,0,6.4,9300
2023,100.42536404618616,110.79105782848679,103.59458734893077,93.71062460716045,9620,Gyeonggi,Basic,Normal,1,3.3,7250
2009,55.28420499143773,45.887964447972564,61.122461271804674,59.27972678108264,4000,Seoul,Samseon,Normal,1,8.1,5700
1981,16.45953675837438,13.919590179134747,15.72979788087513,13.190407154430053,344,Gwangju,Basic,Normal,0,12.2,150
2004,45.58857392835368,53.321865435967396,47.46494170324537,64.68077334437234,2840,Gyeonggi,Basic,Normal,0,9.4,2200
1976,13.24158265295143,14.416273339023029,13.80694689138432,12.576463197013675,277,Busan,Basic,Normal,1,0.7,250
2012,64.27929555859832,66.60511236573676,70.17941653795653,80.44015532671878,4580,Incheon,Basic,Normal,1,8.4,3350
1985,19.501343701807684,20.918804013162553,19.413236024167905,17.160958270156495,407,Seoul,Basic,Normal,1,9.4,1450
1996,31.524123801759835,26.914241267233358,36.880095417741195,40.14973864127277,1400,Seoul,Basic,Premium,0,14.8,5050
1993,26.980274700876173,26.185779849748606,27.23454440318614,36.99402393425289,1005,Seoul,Basic,Normal,0,3.7,1850
1974,12.128993115607836,13.725039646515922,11.306294578064854,15.450837363353575,253,Seoul,Basic,Premium,0,0.4,4200
1972,10.655071940005348,8.763197161828026,10.067047090336604,11.808495666837526,222,Gyeonggi,Ganjjajang,Normal,0,4.8,1650
1977,14.1871934399816,15.744561144671188,,,296,Busan,Basic,Normal,0,2.2,250
2003,41.515959316328185,36.22403621265351,52.322844804795494,31.73910213811225,2510,Daegu,Basic,Normal,0,5.8,1400
1971,10.884762063305148,8.91393420368966,10.22299536646234,12.34551028303687,227,Seoul,Basic,Normal,0,5.5,1150
1985,18.76847962407716,18.280279497279412,19.02721586860502,16.72050137273491,392,Seoul,Basic,Franchise,0,3.4,2450
2020,89.73235209313114,105.0213341898523,88.23457990956179,87.00818631451881,8590,Seoul,Ganjjajang,Premium,0,1.6,11100
2011,63.163680474078824,68.54806817643716,65.20365446916715,92.4192057383093,4320,Incheon,Ganjjajang,Normal,0,7.1,3850
1985,20.163332519849288,17.078603621060395,21.474656061621683,25.645739835747293,421,Gwangju,Basic,Normal,0,8.1,250
2000,38.281010579477716,31.86285022006309,48.6924787151876,34.306535264908746,1865,Seoul,Basic,Normal,1,14.7,2350
1988,21.95070494419629,25.683252699246765,21.467155156178993,32.23373838278636,462,Gyeonggi,Samseon,Franchise,0,9.3,4050
2017,81.94917452575972,87.59419902386169,81.55052870354797,,6470,Seoul,Ganjjajang,Normal,0,1.6,6400
2018,84.55345469179359,93.28468777912704,100.94500349500368,119.19292510225952,7530,Gyeonggi,Ganjjajang,Normal,1,12.7,6300
1977,13.555002917730398,15.467139911840608,12.8162194436486,9.864244070014129,283,Incheon,Basic,Normal,0,1.1,250
2003,44.22983242972544,36.57631187059209,56.88842665931482,35.65724008402669,2510,Incheon,Basic,Normal,1,4.6,1600
2008,55.75103656409531,64.40411622740739,61.42666752684712,82.91880908537597,4000,Seoul,Basic,Normal,1,5.5,3550
2002,40.3979163118677,34.32844075059365,45.57390838861611,40.473915873778886,2275,Seoul,Samseon,Normal,1,1.0,4450
2018,80.43795286513969,91.18332806805402,,57.27402640222067,7530,Seoul,Basic,Normal,1,0.3,6250
1970,10.433642104430902,11.124162820227431,10.07917301476465,12.454509819000878,218,Busan,Basic,Normal,0,3.0,150
1971,10.338833514809226,8.783398292029906,10.377913043619252,11.69027219476477,216,Seoul,Samseon,Normal,0,10.5,3150
1991,25.794257179872734,24.213582802635212,26.04620501698301,34.744880209037944,820,Seoul,Ganjjajang,Normal,0,6.4,2650
1982,17.45051256874559,20.675071402185356,18.23003301959485,12.678141712740628,365,Seoul,Basic,Franchise,0,10.8,2350
2016,79.08938487931519,72.29498654528145,96.41440311106183,,6030,Gyeonggi,Basic,Normal,0,2.5,4900
2017,82.49843005890192,93.25258559900777,96.55210928145287,104.35639071556764,6470,Seoul,Basic,Normal,1,5.5,5750
1972,11.118199972509247,9.264815192223265,11.668129445680606,15.406958123530707,232,Gyeonggi,Basic,Normal,0,9.5,700
1978,14.418875266306843,15.006697700935904,14.44900698817757,19.194373815873604,301,Daegu,Ganjjajang,Normal,0,3.0,1050
2004,45.98905297423491,54.4744663030137,47.741736058629506,42.54287560770961,2840,Incheon,Basic,Franchise,0,6.2,2700
1986,19.57554599752081,18.828839666112344,25.36523092054053,26.159359695329123,409,Incheon,Basic,Normal,0,5.8,500
2018,82.49099990442475,76.81414047920666,91.05247041291273,88.60468348892125,7530,Seoul,Basic,Franchise,0,3.8,7100
1994,27.745282978113632,23.054244969773624,32.00862034661412,36.08409804023395,1170,Busan,Basic,Normal,0,0.1,900
1987,20.135789274675147,24.093607046486063,20.719154216107118,,421,Gyeonggi,Basic,Normal,1,11.8,1050
2017,76.15652767734268,60.99352580831372,78.87906289964857,108.12576250038093,6470,Incheon,Basic,Normal,1,6.0,4300
1985,19.207864201900392,18.284029001821235,22.03890731975498,,401,Busan,Ganjjajang,Normal,0,13.1,1450
2010,59.4179672640459,64.39038518767106,63.098790020034144,58.32579941154988,4110,Busan,Basic,Normal,0,5.6,2600
2022,96.48393255071986,93.37154220199645,99.42321856993279,96.58661155268902,9160,Daegu,Ganjjajang,Franchise,0,0.4,8600
2016,77.50317417925092,82.8749123587776,88.7700230384616,94.06958629812362,6030,Incheon,Ganjjajang,Normal,1,2.4,5400
1979,14.160741568822957,14.671738642797552,13.016653034061752,17.20302858554936,296,Seoul,Ganjjajang,Normal,0,10.8,2300
1995,31.125734283347448,26.685537252250523,37.67085945062212,42.790353550285595,1275,Busan,Samseon,Normal,0,8.0,3000
2020,88.39676733607655,89.57392950151966,102.76236410897121,123.92507470548973,8590,Seoul,Ganjjajang,Normal,1,13.9,7450
1981,17.026041809085278,19.12056325246387,17.96653715508565,21.393603950418605,356,Daegu,Ganjjajang,Normal,0,6.1,1150
1977,13.645923641746986,13.724429538430527,17.25145004569297,20.02481663194004,285,Gyeonggi,Basic,Premium,0,12.5,3750
1977,12.972103844064602,13.77615205457348,15.642984367180675,,271,Gyeonggi,Ganjjajang,Normal,0,6.2,1750
1997,34.44233054261385,28.809532508725674,33.13918057907193,,1485,Seoul,Basic,Normal,0,7.6,2150
1976,13.316046530266725,13.388078652352636,13.504571589441838,14.010832210764613,278,Gwangju,Ganjjajang,Normal,0,3.4,1050
1998,35.573994509741766,29.61260352091182,36.43116931768537,39.00518989400273,1525,Busan,Ganjjajang,Franchise,0,3.7,3100
2011,58.042722552879695,50.6479965814829,61.70661879956757,66.63089151326596,4320,Gwangju,Ganjjajang,Franchise,1,6.6,4650
1984,17.78871092832059,21.307371196445462,22.14429141394712,25.501354267424226,372,Gyeonggi,Basic,Normal,0,11.2,950
1992,26.537508723224395,21.82842428235195,29.46383454839498,26.441155427810205,925,Seoul,Ganjjajang,Normal,0,1.8,2750
1991,24.7360755677898,27.835162211666884,23.020808883430284,35.95312251565576,820,Daegu,Basic,Premium,0,0.4,3450
2019,84.94109262066111,94.98244236348296,101.05225110826453,80.42064063510657,8350,Busan,Basic,Premium,1,9.9,8650
2003,40.77739777110672,33.15785970147087,50.27659360016812,45.77507700209276,2510,Gyeonggi,Basic,Normal,0,14.1,2300
1988,22.421988827474824,25.52188432325103,25.43238099343547,32.800116578974325,462,Busan,Samseon,Normal,0,11.2,2550
2000,36.756116901887175,30.824874383139363,36.4875893708659,53.00117789708573,1865,Seoul,Basic,Premium,0,6.2,5350
2010,56.77707876628704,65.81902026347947,71.5159216570399,84.87432032679608,4110,Gyeonggi,Ganjjajang,Premium,0,5.0,7450
2008,51.59944055950946,60.54959127501099,53.660383699474025,51.221511544119984,4000,Gwangju,Samseon,Franchise,0,3.2,5150
2012,64.85791012827607,65.3312383850239,73.68511693454593,66.25145252659692,4580,Seoul,Basic,Franchise,1,13.5,5250
1971,10.030178710139605,8.759190370294872,10.779360636236571,9.032995718976823,209,Busan,Basic,Normal,0,0.4,150
2001,40.9979810036247,41.116269037004734,45.2148968243182,53.25316962830267,2100,Seoul,Basic,Normal,0,5.1,2450
2004,45.297698171917524,51.7390135076083,41.39794885485323,,2840,Seoul,Basic,Franchise,1,12.4,3750
1990,24.75085962576687,24.489352008690133,23.679787826020213,28.419423346805253,690,Gyeonggi,Ganjjajang,Normal,1,5.1,2100
2005,46.80936663815013,49.570651542963766,56.67487634868658,47.813945454914666,3100,Busan,Samseon,Normal,1,14.4,3950
1979,15.253280796651055,14.689288522401412,19.572442492667403,15.771753094709599,319,Incheon,Samseon,Premium,0,2.5,5300
2018,83.69851086622938,73.00416550341077,85.70956723088932,,7530,Gwangju,Samseon,Normal,1,2.7,6500
2019,82.98812329742611,78.0402725703693,80.84268225110986,85.1491457608507,8350,Gwangju,Basic,Premium,0,14.1,8100
1993,28.780222624929944,25.743903706769792,28.5207969662258,39.28189462628109,1005,Gyeonggi,Basic,Franchise,0,9.7,2250
2016,75.0721123368865,72.91108556982783,71.80771857418644,111.68619132262228,6030,Daegu,Basic,Normal,1,8.6,4050
2004,42.481619840034504,50.95013101176339,42.157184330720995,57.93488160068036,2840,Daegu,Ganjjajang,Franchise,0,4.9,3600
1984,19.40595427613656,16.806479671968695,19.26225380182287,28.658149344822213,405,Seoul,Basic,Normal,0,14.4,1450
2023,105.9501192720229,85.17133853790054,128.15082571774494,90.05849831385697,9620,Incheon,Ganjjajang,Franchise,0,2.0,8900
2021,97.34680211225472,88.79197575161339,123.51086844984296,86.10667124798877,8720,Busan,Basic,Premium,1,14.5,8900
2012,65.29445561290089,69.88639524110363,72.50605875259139,76.1432046527303,4580,Gwangju,Ganjjajang,Normal,0,12.7,4150
1974,12.361837231456722,10.09058414873164,12.9869655863455,16.262296493862813,258,Busan,Ganjjajang,Premium,0,10.7,4200
1995,28.7842795620079,25.644755375250302,34.36506936532275,31.3868035731641,1275,Seoul,Ganjjajang,Normal,0,1.6,3000
1973,11.238809179169536,11.354341678998773,11.243907964972905,13.716472624571432,235,Busan,Basic,Premium,0,9.8,3200
2006,50.500476191702596,52.92646056824125,54.74233964795357,40.45073928458392,3480,Gyeonggi,Samseon,Normal,1,3.2,4500
2000,37.38469024961353,38.39356771908298,41.8868916513308,49.02797702851307,1865,Daegu,Ganjjajang,Normal,1,11.5,2100
1999,37.57258463909539,35.207660785884194,44.24902086867898,44.32897040631907,1600,Seoul,Basic,Normal,1,12.0,2150
